cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
20	Muribaculum_gordoncarteri_SGB2087	1-palmitoyl-2-linoleoyl-GPE (16:0/18:2);1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*;1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*;1,2-dilinoleoyl-GPE (18:2/18:2)*;1-palmitoyl-2-linoleoyl-GPC (16:0/18:2);1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*;1,2-dilinoleoyl-GPC (18:2/18:2)	0.0013523478154812366
21	Erysipelotrichaceae_SGB105325	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*;linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*;palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*;oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	0.0015441362956437382
22	Collinsella_SGB14744_SGB14744;Slackia_SGB14781_SGB14781;Slackia_faecicanis_SGB33547	ornithine	0.001559812980018716
23	Erysipelotrichaceae_SGB65947;Erysipelotrichaceae_SGB72140	butyrate/isobutyrate (4:0)	0.0016098832336207426
24	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	N6,N6,N6-trimethyllysine;5-oxoproline;1-carboxyethyltyrosine;1-carboxyethylvaline;isoleucylhydroxyproline*;leucylhydroxyproline*	0.0016098832336207426
25	Muribaculaceae_SGB2126	6-oxolithocholate;dehydrolithocholate;3-dehydrodeoxycholate;12-ketolithocholate	0.0016098832336207426
26	Firmicutes_SGB63246;Muribaculaceae_SGB2126	N-acetylglycine;malonate;3-hydroxy-3-methylglutarate	0.001626248870954564
27	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	N2-acetyl,N6-methyllysine;N2-acetyl,N6,N6-dimethyllysine;N-acetyl-cadaverine;N-acetylputrescine;2-hydroxydecanoate	0.001627764149940686
28	Firmicutes_SGB63246;Muribaculaceae_SGB2126	1-methyl-5-imidazoleacetate;glycitein;genistein;secoisolariciresinol;chrysoeriol;apigenin;naringenin	0.001674965535034786
29	Limosilactobacillus_reuteri_SGB7095	N2-acetyl,N6-methyllysine;N2-acetyl,N6,N6-dimethyllysine;N-acetyl-cadaverine;N-acetylputrescine;2-hydroxydecanoate;3-aminoisobutyrate;N6-methyllysine;N,N-dimethylalanine;N-methylproline	0.0017322242243810809
30	Muribaculum_gordoncarteri_SGB2087	tryptophylglycine;phosphate;3-methylbutanol sulfate	0.001775282096420812
31	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	2-hydroxybutyrate/2-hydroxyisobutyrate;2-hydroxy-3-methylvalerate;alpha-hydroxyisovalerate;alpha-hydroxyisocaproate;2-hydroxy-4-(methylthio)butanoic acid;tryptophan;phenyllactate (PLA);3-(4-hydroxyphenyl)lactate (HPLA);indolelactate	0.001775282096420812
32	Erysipelotrichaceae_SGB105325	dipicolinate;6-oxolithocholate;dehydrolithocholate;3-dehydrodeoxycholate;12-ketolithocholate	0.001775282096420812
33	Muribaculum_gordoncarteri_SGB2087	kynurenine;2,6-dihydroxybenzoic acid;gentisate;2-oxindole-3-acetate;methionine sulfone;pyrraline	0.001775282096420812
34	Firmicutes_SGB63246;Muribaculaceae_SGB2126	2,4-dihydroxybutyrate;N-formylmethionine;2R,3R-dihydroxybutyrate	0.0018365104521498143
35	Collinsella_intestinalis_SGB14741	secoisolariciresinol;chrysoeriol;apigenin;naringenin	0.0018365104521498143
36	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	N-acetylarginine;matairesinol;inosine;N,N-dimethyl-pro-pro;diosmetin;dihydrocaffeate sulfate (2);vanillactate;dihydroferulic acid sulfate;dihydroferulate;creatine;indolin-2-one	0.0018365104521498143
37	Atopobiaceae_unclassified_SGB63087_SGB63087	dihomo-linolenoyl ethanolamide;linolenoyl ethanolamide;arachidonoyl ethanolamide;linoleoyl ethanolamide;palmitoleoyl ethanolamide*;oleoyl ethanolamide;palmitoyl ethanolamide	0.0019217515402936882
38	Erysipelotrichaceae_SGB105325	linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*;linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*;palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*;oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*	0.0019575955285605915
39	Muribaculum_gordoncarteri_SGB2087	1-palmitoleoyl-GPC* (16:1)*;1-linoleoyl-GPE (18:2)*;1-linoleoyl-GPC (18:2);1-palmitoyl-GPC (16:0);1-oleoyl-GPC (18:1)	0.0021276639252353685
40	Collinsella_intestinalis_SGB14741	N-acetylarginine	0.0022806431771420525
41	Collinsella_intestinalis_SGB14741	stearoylcarnitine (C18);palmitoylcarnitine (C16);oleoylcarnitine (C18:1)	0.0022867766410496196
42	Lactobacillus_acidophilus_SGB7044;Limosilactobacillus_reuteri_SGB7095	6-oxopiperidine-2-carboxylate;methylmalonate (MMA);N-acetylserine;2-pyrrolidinone;4-acetamidobutanoate;N-acetylcitrulline;13-HODE + 9-HODE	0.0023024598037802457
43	Collinsella_SGB14744_SGB14744	malate;2-methylcitrate/homocitrate;gamma-glutamyl-alpha-lysine;N-acetylglutamate;N-acetylhistidine	0.002490550167462251
44	Lachnospiraceae_SGB106016;Lachnospiraceae_SGB65958;Lachnospiraceae_SGB4591;Blautia_SGB47659_SGB47659;Lachnospiraceae_SGB66068;Lachnospiraceae_SGB4859;Blautia_SGB47660_SGB47660;Lachnospiraceae_SGB4870;Lachnospiraceae_SGB66069;Lachnospiraceae_SGB58537	deoxycholate	0.002548402385514562
45	Lactobacillus_acidophilus_SGB7044;Limosilactobacillus_reuteri_SGB7095	N-methylalanine	0.002810361367685468
46	Muribaculaceae_SGB48227	valylglycine	0.002810361367685468
47	Collinsella_intestinalis_SGB14741	2,6-dihydroxybenzoic acid;gentisate;2-oxindole-3-acetate;methionine sulfone;pyrraline	0.002810361367685468
48	Collinsella_intestinalis_SGB14741	3'-dephospho-acetyl-CoA;glycerol 3-phosphate;nicotinic acid mononucleotide (NaMN);AMP;UMP;CMP	0.0028548790884753614
49	Collinsella_intestinalis_SGB14741	N2-acetyl,N6-methyllysine;N2-acetyl,N6,N6-dimethyllysine;N-acetyl-cadaverine;N-acetylputrescine;2-hydroxydecanoate;3-aminoisobutyrate;N6-methyllysine;N,N-dimethylalanine;N-methylproline	0.0029101946743383734
50	Collinsella_intestinalis_SGB14741	2-hydroxysebacate;1-methylhypoxanthine	0.0029204327365340106
51	Firmicutes_SGB63246;Muribaculaceae_SGB2126;Firmicutes_SGB72905;Hydrogenoanaerobacterium_SGB53821_SGB53821	cysteinylglycine	0.002926280325675944
52	Firmicutes_SGB63246	secoisolariciresinol diglucoside	0.0029946499337707177
53	Erysipelotrichaceae_SGB105325	N2-acetyllysine	0.0030589280949339876
54	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	glycerophosphorylcholine (GPC)	0.0030589280949339876
55	Firmicutes_SGB63246;Muribaculaceae_SGB2126	agmatine;N-acetylphenylalanine;N-acetylleucine;2-hydroxybutyrate/2-hydroxyisobutyrate;2-hydroxy-3-methylvalerate;alpha-hydroxyisovalerate;alpha-hydroxyisocaproate;2-hydroxy-4-(methylthio)butanoic acid;tryptophan;phenyllactate (PLA);3-(4-hydroxyphenyl)lactate (HPLA);indolelactate	0.0030589280949339876
56	Prevotella_copri_clade_A_SGB1626	alpha-CEHC taurine*;azelaoyltaurine;gamma-CEHC taurine*;taurine;butyrylputrescine/isobutyrylputrescine	0.0031107354070667604
57	Muribaculaceae_SGB2126	2'-deoxyadenosine 5'-monophosphate;dCMP;TMP	0.00323994136682713
58	Megasphaera_elsdenii_SGB5862;Firmicutes_unclassified_SGB14909	harmane	0.00323994136682713
59	Collinsella_intestinalis_SGB14741	tridecenedioate (C13:1-DC)*	0.00323994136682713
60	Collinsella_intestinalis_SGB14741;Collinsella_SGB14744_SGB14744;Slackia_SGB14781_SGB14781;Slackia_faecicanis_SGB33547	1-carboxyethylisoleucine;stachydrine	0.0033054814967534434
61	Firmicutes_SGB63246;Muribaculaceae_SGB2126;Firmicutes_SGB72905;Hydrogenoanaerobacterium_SGB53821_SGB53821	2'-deoxyinosine;2'-deoxyuridine;2'-deoxyguanosine;thymidine	0.0033250048729809847
62	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*;linolenoyl-linolenoyl-glycerol (18:3/18:3) [1]*;oleoyl-linoleoyl-glycerol (18:1/18:2) [1];palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*;linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	0.003363872861401321
63	Firmicutes_SGB63246;Muribaculaceae_SGB2126	valylglutamine;glycylisoleucine;glycylleucine;glycylvaline;phenylalanine;alanine;methionine;isoleucine;leucine;valine	0.003382095940434773
64	Prevotellaceae_SGB1481;Prevotella_copri_clade_A_SGB1626;Prevotellaceae_SGB1482;Parasutterella_SGB9260_SGB9260	6-oxolithocholate	0.0034039153095866167
65	Slackia_SGB14781_SGB14781;Slackia_faecicanis_SGB33547	malate;2-methylcitrate/homocitrate	0.0034871834506198457
66	Muribaculum_gordoncarteri_SGB2087	N-acetylmuramate;3-ketosphinganine;N-acetylglutamine;N-acetylalanine;butyrylglutamine/isobutyrylglutamine	0.0034871834506198457
67	Firmicutes_SGB63246;Muribaculaceae_SGB2126	phosphocholine	0.0035099762992130226
68	Ligilactobacillus_ruminis_SGB7061	12,13-DiHOME;2-aminoadipate;3-(3-hydroxyphenyl)propionate	0.0035099762992130226
69	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	hypotaurine	0.0036616909854521353
70	Erysipelotrichaceae_SGB105325;Coriobacteriaceae_bacterium_SGB33579	butyrate/isobutyrate (4:0)	0.003677778718330223
71	Slackia_SGB14778_SGB14778	ornithine	0.00369207615763564
72	Muribaculaceae_SGB48227	N-methylalanine;N-acetyl-3-methylhistidine*;nicotinamide;4-hydroxybenzoate	0.003821177853432397
73	Slackia_faecicanis_SGB33547	leucylalanine;N-acetyl-1-methylhistidine*;diacetylspermidine*;deoxycholic acid 12-sulfate*;N-palmitoyl-phytosphingosine (t18:0/16:0);4-cholesten-3-one	0.003821177853432397
74	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	N6-methyllysine;N,N-dimethylalanine;N-methylproline	0.003821177853432397
75	Megasphaera_elsdenii_SGB5862;Firmicutes_unclassified_SGB14909	heptanoate (7:0);valerate (5:0);caproate (6:0);12,13-DiHOME;2-aminoadipate;3-(3-hydroxyphenyl)propionate	0.00396011526041791
76	Collinsella_intestinalis_SGB14741	1-carboxyethylleucine;syringic acid	0.004112599432097527
77	Coriobacteriaceae_SGB66221	anthranilate;2-hydroxysebacate;1-methylhypoxanthine	0.004137829009872392
78	Muribaculaceae_SGB48227	isovalerate (C5);spermidine;(N(1) + N(8))-acetylspermidine	0.004192173347193295
79	Erysipelotrichaceae_SGB105325	1-palmitoyl-2-oleoyl-GPC (16:0/18:1);1-stearoyl-2-oleoyl-GPC (18:0/18:1);1-palmitoyl-2-linoleoyl-GPE (16:0/18:2);1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*;1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*;1,2-dilinoleoyl-GPE (18:2/18:2)*;1-palmitoyl-2-linoleoyl-GPC (16:0/18:2);1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*;1,2-dilinoleoyl-GPC (18:2/18:2)	0.004192173347193295
80	Slackia_SGB14781_SGB14781;Slackia_faecicanis_SGB33547	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	0.004192173347193295
81	Oscillospiraceae_SGB15313	ornithine	0.004267558150202435
82	Firmicutes_SGB63246;Muribaculaceae_SGB2126	4-cholesten-3-one	0.004417418969288881
83	Muribaculaceae_SGB48227	valylleucine;leucylglutamine*	0.0044792507896069126
84	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	NAD+	0.004751196400274917
85	Coriobacteriaceae_SGB66221	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*;linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	0.0051320820713497625
86	Collinsella_intestinalis_SGB14741	stearoyl sphingomyelin (d18:1/18:0);sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0);palmitoyl sphingomyelin (d18:1/16:0);sphingomyelin (d18:1/24:1, d18:2/24:0)*;palmitoyl dihydrosphingomyelin (d18:0/16:0)*;hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))	0.0051320820713497625
87	Erysipelotrichaceae_SGB105325	hexadecadienoate (16:2n6)	0.0051320820713497625
88	Limosilactobacillus_reuteri_SGB7095	alpha-CEHC taurine*;azelaoyltaurine;gamma-CEHC taurine*;taurine;butyrylputrescine/isobutyrylputrescine	0.00516542154436312
89	Prevotella_copri_clade_A_SGB1626	4-methylhexanoate (a7:0);isohyodeoxycholate;isovalerate (C5);spermidine;(N(1) + N(8))-acetylspermidine	0.00516542154436312
90	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	malate;2-methylcitrate/homocitrate	0.005183994885646758
91	Prevotella_copri_clade_A_SGB1626	N2-acetyl,N6-methyllysine;N2-acetyl,N6,N6-dimethyllysine;N-acetyl-cadaverine;N-acetylputrescine;2-hydroxydecanoate	0.005183994885646758
92	Collinsella_intestinalis_SGB14741	daidzein;enterodiol;equol	0.005220205784149911
93	Firmicutes_SGB63246;Muribaculaceae_SGB2126	1-carboxyethylvaline	0.005782713182906434
94	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	N-acetylglycine;malonate;3-hydroxy-3-methylglutarate	0.005789504017185895
95	Firmicutes_SGB63246;Muribaculaceae_SGB2126	glycerophosphoglycerol;alpha-ketoglutaramate*;methylphosphate	0.005836265516548822
96	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*;linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*;palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*;oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	0.005872178496143367
97	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	8-hydroxyguanine	0.005938158644807885
98	Firmicutes_SGB63246;Muribaculaceae_SGB2126;Firmicutes_SGB72905;Hydrogenoanaerobacterium_SGB53821_SGB53821	2-piperidinone	0.005947669512036637
99	Prevotella_copri_clade_A_SGB1626	2'-deoxyinosine;2'-deoxyuridine;2'-deoxyguanosine;thymidine	0.006530675900654458
100	Collinsella_intestinalis_SGB14741	arachidonoyl ethanolamide;linoleoyl ethanolamide;palmitoleoyl ethanolamide*;oleoyl ethanolamide;palmitoyl ethanolamide	0.00668315015273716
101	Atopobiaceae_unclassified_SGB63087_SGB63087	daidzein;enterodiol;equol	0.006747960518398174
102	Prevotella_copri_clade_A_SGB1626	glycerol 3-phosphate;nicotinic acid mononucleotide (NaMN);AMP;UMP;CMP	0.006810257858988474
103	Limosilactobacillus_reuteri_SGB7095	leucylalanine;N-acetyl-1-methylhistidine*;diacetylspermidine*;deoxycholic acid 12-sulfate*;N-palmitoyl-phytosphingosine (t18:0/16:0);4-cholesten-3-one	0.006820003673889985
104	Erysipelotrichaceae_SGB105325	3-dehydroshikimate	0.006830647789637511
105	Firmicutes_unclassified_SGB14909	nicotinate ribonucleoside;pantetheine;guanosine;adenosine;uridine	0.006870349909187664
106	Muribaculum_gordoncarteri_SGB2087	alpha-CEHC taurine*;azelaoyltaurine;gamma-CEHC taurine*;taurine;butyrylputrescine/isobutyrylputrescine	0.006870349909187664
107	Muribaculum_gordoncarteri_SGB2087	1-carboxyethylisoleucine	0.006870828282144155
108	Muribaculaceae_SGB48227	5-hydroxymethylcytosine;N,N-dimethyl-5-aminovalerate;enterolactone	0.006889385558855676
109	Muribaculaceae_SGB2126	erythritol;N-carbamoylputrescine;vanillate;N,N,N-trimethyl-alanylproline betaine (TMAP);creatinine	0.007100650078228743
110	Muribaculum_gordoncarteri_SGB2087	N-acetylmethionine;thioproline	0.00713366033903715
111	Prevotella_copri_clade_A_SGB1626	arginine	0.007152195391528373
112	Lactobacillus_acidophilus_SGB7044	N-methylglutamate;3-hydroxyhexanoate	0.007183766347598162
113	Firmicutes_SGB63246;Muribaculaceae_SGB2126	glycerol 3-phosphate;nicotinic acid mononucleotide (NaMN);AMP;UMP;CMP	0.007183766347598162
114	Firmicutes_SGB63246	indolin-2-one	0.007183766347598162
115	Prevotella_copri_clade_A_SGB1626	heptanoate (7:0);valerate (5:0);caproate (6:0)	0.007183766347598162
116	Erysipelotrichaceae_SGB65947;Erysipelotrichaceae_SGB72140	N2-acetyllysine	0.00719288059817201
117	Firmicutes_unclassified_SGB14909	gamma-tocotrienol;delta-tocopherol;gamma-tocopherol/beta-tocopherol;alpha-tocopherol;alpha-tocotrienol	0.00719288059817201
118	Muribaculum_gordoncarteri_SGB2087	biotin;sinapate	0.00719288059817201
119	Muribaculaceae_SGB48227	pantothenate (Vitamin B5)	0.00719288059817201
120	Erysipelotrichaceae_SGB105325	N-acetylarginine	0.00719288059817201
121	Prevotella_copri_clade_A_SGB1626	genistein;secoisolariciresinol;chrysoeriol;apigenin;naringenin	0.007215474250837884
122	Muribaculaceae_SGB2126	indolin-2-one	0.007243183489729995
123	Collinsella_intestinalis_SGB14741	valylleucine;leucylglutamine*	0.007243183489729995
124	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	delta-tocopherol	0.007274835506872795
125	Muribaculaceae_SGB48227	5-methyluridine (ribothymidine);2'-deoxyinosine;2'-deoxyuridine;2'-deoxyguanosine;thymidine;nicotinate ribonucleoside;pantetheine;guanosine;adenosine;uridine	0.007381206260222195
126	Prevotella_copri_clade_A_SGB1626	N-palmitoyl-phytosphingosine (t18:0/16:0);4-cholesten-3-one	0.007381206260222195
127	Erysipelotrichaceae_SGB105325	leucylalanine;N-acetyl-1-methylhistidine*;diacetylspermidine*;deoxycholic acid 12-sulfate*;N-palmitoyl-phytosphingosine (t18:0/16:0);4-cholesten-3-one	0.007381206260222195
128	Clostridiaceae_bacterium_SGB4721	N-acetylneuraminate;N-glycolylneuraminate	0.007381206260222195
129	Slackia_faecicanis_SGB33547	stearoylcarnitine (C18)	0.007574012383584794
130	Firmicutes_unclassified_SGB14909	guanine	0.007782607290865086
131	Butyricicoccus_SGB14985_SGB14985_group;Firmicutes_SGB63246;Muribaculaceae_SGB2126;Firmicutes_SGB72905;Hydrogenoanaerobacterium_SGB53821_SGB53821	tyrosine	0.007883573890143582
132	Dubosiella_newyorkensis_SGB6789	glycerophosphorylcholine (GPC);glycerophosphoethanolamine	0.007992272893530784
133	Firmicutes_unclassified_SGB14909	phenylpyruvate	0.008015734050072854
134	Muribaculaceae_SGB48227	luteolin sulfate;2-methoxyhydroquinone sulfate (1);2-methoxyhydroquinone sulfate (2)	0.008015734050072854
135	Slackia_SGB14778_SGB14778;Collinsella_sp_BA40_SGB86217;Collinsella_intestinalis_SGB14741;Collinsella_SGB14744_SGB14744;Slackia_SGB14781_SGB14781;Slackia_faecicanis_SGB33547	phenylacetylalanine	0.008015734050072854
136	Erysipelotrichaceae_SGB105325	tridecenedioate (C13:1-DC)*	0.008015734050072854
137	Slackia_faecicanis_SGB33547	dehydrolithocholate	0.008215540463541681
138	Collinsella_intestinalis_SGB14741	N2-acetyllysine	0.008254551149305678
139	Erysipelotrichaceae_SGB105325	anthranilate;2-hydroxysebacate;1-methylhypoxanthine	0.008254551149305678
140	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	3-dehydrocholate	0.008254551149305678
141	Erysipelotrichaceae_SGB105325	dCMP;TMP	0.008254551149305678
142	Firmicutes_SGB63246;Muribaculaceae_SGB2126	arginine;guanine	0.008254551149305678
143	Slackia_faecicanis_SGB33547	erythritol;N-carbamoylputrescine;vanillate;N,N,N-trimethyl-alanylproline betaine (TMAP);creatinine	0.008254551149305678
144	Limosilactobacillus_reuteri_SGB7095	genistein;secoisolariciresinol;chrysoeriol;apigenin;naringenin	0.008254551149305678
145	Firmicutes_SGB63246;Muribaculaceae_SGB2126	isovalerate (C5);spermidine;(N(1) + N(8))-acetylspermidine	0.008254551149305678
146	Firmicutes_SGB63246	succinate	0.008254551149305678
147	Collinsella_intestinalis_SGB14741	1-carboxyethyltyrosine;1-carboxyethylvaline	0.008254551149305678
148	Muribaculaceae_SGB48227;Muribaculum_gordoncarteri_SGB2087	cinnamate	0.008254551149305678
149	Muribaculaceae_SGB48227	3-dehydroshikimate	0.008254551149305678
150	Muribaculaceae_SGB2126	3-dehydroshikimate	0.008693505900700704
151	Collinsella_sp_BA40_SGB86217	diaminopimelate	0.008824483702112884
152	Firmicutes_SGB63246;Muribaculaceae_SGB2126	alpha-CEHC taurine*;azelaoyltaurine;gamma-CEHC taurine*	0.008856170439698283
153	Muribaculum_gordoncarteri_SGB2087	glucose;maltotetraose	0.008924261402087545
154	Muribaculaceae_SGB48227	heptanoate (7:0);valerate (5:0);caproate (6:0)	0.009188347467652994
155	Limosilactobacillus_reuteri_SGB7095	6-oxolithocholate	0.009188347467652994
156	Slackia_faecicanis_SGB33547	palmitoylcarnitine (C16);oleoylcarnitine (C18:1)	0.009275509734412407
157	Adlercreutzia_equolifaciens_SGB14797	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	0.009492349382372808
158	Collinsella_intestinalis_SGB14741	stearoylcholine*;choline	0.009510864208590437
159	Prevotella_copri_clade_A_SGB1626	valylglutamine	0.009566295946051948
160	Collinsella_SGB14744_SGB14744	palmitoylcarnitine (C16);oleoylcarnitine (C18:1)	0.009595419613583863
161	Prevotella_copri_clade_A_SGB1626	phenylalanine	0.009595419613583863
162	Streptococcus_alactolyticus_SGB8017	caprylate (8:0);caprate (10:0)	0.009595419613583863
163	Firmicutes_unclassified_SGB14909	glycerate	0.009656627461581734
164	Firmicutes_SGB63246	cytidine;2'-deoxycytidine	0.009681881625483018
165	Firmicutes_unclassified_SGB14909	2'-deoxyguanosine;thymidine	0.009681881625483018
166	Muribaculaceae_SGB48227	3-methylbutanol sulfate	0.009681881625483018
167	Muribaculum_gordoncarteri_SGB2087	1-carboxyethylphenylalanine;o-Tyrosine	0.009681881625483018
168	Streptococcus_alactolyticus_SGB8017	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	0.009686977755012096
169	Firmicutes_unclassified_SGB14909	isohyodeoxycholate	0.009744649522845617
170	Collinsella_SGB14744_SGB14744	6-hydroxynicotinate	0.010044077784811327
171	Oscillospiraceae_SGB15313	xylose	0.010178870389193177
172	Collinsella_intestinalis_SGB14741	delta-tocopherol	0.010178870389193177
173	Collinsella_intestinalis_SGB14741	3-hydroxytridecanoate	0.010197931249130696
174	Collinsella_intestinalis_SGB14741	3-methylbutanol sulfate	0.010197931249130696
175	Muribaculum_gordoncarteri_SGB2087	valylleucine;leucylglutamine*	0.010197931249130696
176	Slackia_SGB14781_SGB14781;Slackia_faecicanis_SGB33547	stearoyl sphingomyelin (d18:1/18:0)	0.010197931249130696
177	Firmicutes_unclassified_SGB14909	2-piperidinone	0.010202652707316998
178	Muribaculaceae_SGB48227	alanyl-glutamyl-meso-diaminopimelate;phenylpyruvate;alpha-CEHC sulfate;alpha-CEHC	0.010238025370897554
179	Firmicutes_SGB63246	4-hydroxyphenylacetylglycine	0.010238025370897554
180	Prevotella_copri_clade_A_SGB1626	2-hydroxybutyrate/2-hydroxyisobutyrate	0.010238025370897554
181	Collinsella_intestinalis_SGB14741	linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*;palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*;oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	0.010478187880375738
